date,max_temp,min_temp,avg_temp
2025-12-04,10.1,5.7,7.9
2025-12-05,7.1,1.2,4.1499999999999995
2025-12-06,13.2,7.1,10.149999999999999
2025-12-07,15.1,10.7,12.899999999999999
2025-12-08,16.5,11.6,14.05
2025-12-09,15.7,9.5,12.6
2025-12-10,15.0,9.1,12.05
2025-12-11,10.3,4.9,7.6000000000000005
